5636897;Edwin Monroy;;;;;;homepages/127/6315;07/04/2013;;;;;Home Page;;
5003531;Mariano Ezequiel Mirabelli;;;;;;homepages/283/3710;20/01/2021;;;;;Home Page;;
3145167;Julie Steffen;;;;;;homepages/129/1184;01/05/2013;;;;;Home Page;;
5745295;P. Burnett;;;;;;homepages/03/4827;10/06/2009;;;;;Home Page;;
5995717;Jose Miguel Pasini;;;;;;homepages/125/5555;07/02/2013;;;;;Home Page;;
4566453;Niccolo Pignatelli;;;;;;homepages/229/0901;03/11/2018;;;;;Home Page;;
6019701;Ricardo Shitsuka;;;;;;homepages/270/0911;20/07/2020;;;;;Home Page;;
3223237;Pedro L. Esquinas;;;;;;homepages/319/5565;03/05/2022;;;;;Home Page;;
3574788;Johannes Bilz;;;;;;homepages/182/4360;05/07/2016;;;;;Home Page;;
4215149;Noriyuki Shimobayashi;;;;;;homepages/301/8066;20/09/2021;;;;;Home Page;;
5220564;Juan Zapata-Pérez;;;;;;homepages/40/3781;05/04/2020;;;;;Home Page;;
3449261;Yao Zhang 0007;;;;;;homepages/57/3892-7;12/06/2019;Queen Mary University of London, UK;;affiliation;;Home Page;https://orcid.org/0000-0002-3821-371X;
3916959;Douglas A. Abraham;;;;;;homepages/147/0066;18/06/2014;;;;;Home Page;;
4896868;Peter Goodhew;;;;;;homepages/118/1210;05/09/2012;;;;;Home Page;;
